name,time (ms),programs enumerated,solution,size,size (raw)
non-mutating/new/probe/phone-6-long-repeatmodified.sy,110227,43504848,benchmark_phone_6_long_repeatmodified_3.java,9,11
non-mutating/new/probe/phone-5-longmodified.sy,74,24737,benchmark_phone_5_longmodified_0.java,6,12
non-mutating/new/probe/phone-5-longmodified.sy,58,14946,benchmark_phone_5_longmodified_1.java,11,12
non-mutating/new/probe/phone-5-longmodified.sy,53,14770,benchmark_phone_5_longmodified_2.java,6,6
non-mutating/new/probe/phone-5-longmodified.sy,140,47145,benchmark_phone_5_longmodified_3.java,6,6
non-mutating/new/probe/phone-5-longmodified.sy,465,131918,benchmark_phone_5_longmodified_4.java,6,6
non-mutating/new/probe/initials_smallmodified.sy,3599999,1640025130,Timeout,,
non-mutating/new/probe/initials_smallmodified.sy,3599999,1638806220,Timeout,,
non-mutating/new/probe/initials_smallmodified.sy,3599999,1644971042,Timeout,,
non-mutating/new/probe/initials_smallmodified.sy,3599999,1643786064,Timeout,,
non-mutating/new/probe/initials_smallmodified.sy,3599999,1642688782,Timeout,,
non-mutating/new/probe/split-text-string-at-specific-charactermodified.sy,21423,5504558,benchmark_split_text_string_at_specific_charactermodified_0.java,10,10
non-mutating/new/probe/split-text-string-at-specific-charactermodified.sy,11946,3215327,benchmark_split_text_string_at_specific_charactermodified_1.java,10,12
non-mutating/new/probe/split-text-string-at-specific-charactermodified.sy,416,119808,benchmark_split_text_string_at_specific_charactermodified_2.java,10,10
non-mutating/new/probe/split-text-string-at-specific-charactermodified.sy,5669,1489440,benchmark_split_text_string_at_specific_charactermodified_3.java,10,10
non-mutating/new/probe/split-text-string-at-specific-charactermodified.sy,1843,329403,benchmark_split_text_string_at_specific_charactermodified_4.java,11,12
non-mutating/new/probe/strip-html-from-text-or-numbersmodified.sy,12,2349,benchmark_strip_html_from_text_or_numbersmodified_0.java,4,5
non-mutating/new/probe/strip-html-from-text-or-numbersmodified.sy,1,143,benchmark_strip_html_from_text_or_numbersmodified_1.java,4,4
non-mutating/new/probe/strip-html-from-text-or-numbersmodified.sy,11,2112,benchmark_strip_html_from_text_or_numbersmodified_2.java,4,4
non-mutating/new/probe/strip-html-from-text-or-numbersmodified.sy,6,995,benchmark_strip_html_from_text_or_numbersmodified_3.java,6,6
non-mutating/new/probe/strip-html-from-text-or-numbersmodified.sy,3,552,benchmark_strip_html_from_text_or_numbersmodified_4.java,4,4
non-mutating/new/probe/extract-text-between-parenthesesmodified.sy,8152,2998618,benchmark_extract_text_between_parenthesesmodified_0.java,10,10
non-mutating/new/probe/extract-text-between-parenthesesmodified.sy,35058,13430852,benchmark_extract_text_between_parenthesesmodified_1.java,10,10
non-mutating/new/probe/extract-text-between-parenthesesmodified.sy,127228,50164033,benchmark_extract_text_between_parenthesesmodified_2.java,10,12
non-mutating/new/probe/extract-text-between-parenthesesmodified.sy,32392,12418563,benchmark_extract_text_between_parenthesesmodified_3.java,10,11
non-mutating/new/probe/extract-text-between-parenthesesmodified.sy,24256,7477454,benchmark_extract_text_between_parenthesesmodified_4.java,10,10
non-mutating/new/probe/stackoverflow1modified.sy,49,16098,benchmark_stackoverflow1modified_0.java,6,6
non-mutating/new/probe/stackoverflow1modified.sy,492,169810,benchmark_stackoverflow1modified_1.java,6,6
non-mutating/new/probe/stackoverflow1modified.sy,25,8432,benchmark_stackoverflow1modified_2.java,6,6
non-mutating/new/probe/stackoverflow1modified.sy,78,26556,benchmark_stackoverflow1modified_3.java,8,8
non-mutating/new/probe/stackoverflow1modified.sy,22,7211,benchmark_stackoverflow1modified_4.java,6,6
non-mutating/new/probe/count-total-words-in-a-cellmodified.sy,15,4434,benchmark_count_total_words_in_a_cellmodified_0.java,4,4
non-mutating/new/probe/count-total-words-in-a-cellmodified.sy,6,1691,benchmark_count_total_words_in_a_cellmodified_1.java,4,4
non-mutating/new/probe/count-total-words-in-a-cellmodified.sy,10,2112,benchmark_count_total_words_in_a_cellmodified_2.java,4,4
non-mutating/new/probe/count-total-words-in-a-cellmodified.sy,6,1320,benchmark_count_total_words_in_a_cellmodified_3.java,4,4
non-mutating/new/probe/count-total-words-in-a-cellmodified.sy,17,4006,benchmark_count_total_words_in_a_cellmodified_4.java,4,4
non-mutating/new/stackoverflow/NegativeIndex.sy,107,29105,benchmark_NegativeIndex_0.java,8,8
non-mutating/new/stackoverflow/NegativeIndex.sy,204,49382,benchmark_NegativeIndex_1.java,7,8
non-mutating/new/stackoverflow/NegativeIndex.sy,26,6961,benchmark_NegativeIndex_2.java,7,7
non-mutating/new/stackoverflow/NegativeIndex.sy,151,42964,benchmark_NegativeIndex_3.java,6,11
non-mutating/new/stackoverflow/NegativeIndex.sy,63,19038,benchmark_NegativeIndex_4.java,6,6
non-mutating/new/stackoverflow/FirstAndLast.sy,32,7598,benchmark_FirstAndLast_0.java,7,7
non-mutating/new/stackoverflow/FirstAndLast.sy,81,20653,benchmark_FirstAndLast_1.java,7,7
non-mutating/new/stackoverflow/FirstAndLast.sy,56,12619,benchmark_FirstAndLast_2.java,8,9
non-mutating/new/stackoverflow/FirstAndLast.sy,142,21663,benchmark_FirstAndLast_3.java,7,9
non-mutating/new/stackoverflow/FirstAndLast.sy,181,27552,benchmark_FirstAndLast_4.java,7,7
non-mutating/new/leetcode/leetcode-arraypermutation.sy,38,4738,benchmark_leetcode_arraypermutation_0.java,6,6
non-mutating/new/leetcode/leetcode-arraypermutation.sy,60,6458,benchmark_leetcode_arraypermutation_1.java,6,6
non-mutating/new/leetcode/leetcode-arraypermutation.sy,22,2482,benchmark_leetcode_arraypermutation_2.java,6,6
non-mutating/new/leetcode/leetcode-arraypermutation.sy,30,3835,benchmark_leetcode_arraypermutation_3.java,8,8
non-mutating/new/leetcode/leetcode-arraypermutation.sy,33,3916,benchmark_leetcode_arraypermutation_4.java,6,6
non-mutating/RotateQueueOnce.sy,34,5669,benchmark_RotateQueueOnce_0.java,7,7
non-mutating/RotateQueueOnce.sy,7,1300,benchmark_RotateQueueOnce_1.java,5,5
non-mutating/RotateQueueOnce.sy,66,12085,benchmark_RotateQueueOnce_2.java,5,8
non-mutating/RotateQueueOnce.sy,23,4542,benchmark_RotateQueueOnce_3.java,7,8
non-mutating/RotateQueueOnce.sy,6,961,benchmark_RotateQueueOnce_4.java,6,6
non-mutating/Frangel/RotateQueue.sy,18,2661,benchmark_RotateQueue_0.java,5,5
non-mutating/Frangel/RotateQueue.sy,81,13109,benchmark_RotateQueue_1.java,5,6
non-mutating/Frangel/RotateQueue.sy,45,7082,benchmark_RotateQueue_2.java,5,5
non-mutating/Frangel/RotateQueue.sy,4,518,benchmark_RotateQueue_3.java,6,6
non-mutating/Frangel/RotateQueue.sy,59,9281,benchmark_RotateQueue_4.java,5,5
non-mutating/Frangel/UppercaseFirstChar.sy,1070832,537730205,benchmark_UppercaseFirstChar_0.java,11,11
non-mutating/Frangel/UppercaseFirstChar.sy,1436167,723707566,benchmark_UppercaseFirstChar_1.java,11,11
non-mutating/Frangel/UppercaseFirstChar.sy,245728,119563844,benchmark_UppercaseFirstChar_2.java,11,11
non-mutating/Frangel/UppercaseFirstChar.sy,432059,213755984,benchmark_UppercaseFirstChar_3.java,11,11
non-mutating/Frangel/UppercaseFirstChar.sy,3566682,1805960843,benchmark_UppercaseFirstChar_4.java,11,11
non-mutating/Frangel/DelimitedStringConcat.sy,104,27633,benchmark_DelimitedStringConcat_0.java,5,5
non-mutating/Frangel/DelimitedStringConcat.sy,193,52951,benchmark_DelimitedStringConcat_1.java,5,5
non-mutating/Frangel/DelimitedStringConcat.sy,245,66114,benchmark_DelimitedStringConcat_2.java,5,5
non-mutating/Frangel/DelimitedStringConcat.sy,44,11339,benchmark_DelimitedStringConcat_3.java,5,5
non-mutating/Frangel/DelimitedStringConcat.sy,41,10493,benchmark_DelimitedStringConcat_4.java,5,5
mutating/stackoverflow/DigitsToString.sy,1,246,benchmark_DigitsToString_0.java,4,4
mutating/stackoverflow/DigitsToString.sy,1,99,benchmark_DigitsToString_1.java,4,4
mutating/stackoverflow/DigitsToString.sy,4,1315,benchmark_DigitsToString_2.java,4,4
mutating/stackoverflow/DigitsToString.sy,0,79,benchmark_DigitsToString_3.java,4,4
mutating/stackoverflow/DigitsToString.sy,2,747,benchmark_DigitsToString_4.java,4,4
mutating/new/frangel-nocomps/MaxDouble.sy,3599999,877034766,Timeout,,
mutating/new/frangel-nocomps/MaxDouble.sy,3599999,873912395,Timeout,,
mutating/new/frangel-nocomps/MaxDouble.sy,3599999,878699383,Timeout,,
mutating/new/frangel-nocomps/MaxDouble.sy,3599999,877671215,Timeout,,
mutating/new/frangel-nocomps/MaxDouble.sy,3599999,881786859,Timeout,,
mutating/new/frangel-nocomps/SortArrayGivenSwap.sy,0,7,benchmark_SortArrayGivenSwap_0.java,2,2
mutating/new/frangel-nocomps/SortArrayGivenSwap.sy,0,1,benchmark_SortArrayGivenSwap_1.java,2,2
mutating/new/frangel-nocomps/SortArrayGivenSwap.sy,0,7,benchmark_SortArrayGivenSwap_2.java,2,2
mutating/new/frangel-nocomps/SortArrayGivenSwap.sy,0,24,benchmark_SortArrayGivenSwap_3.java,3,3
mutating/new/frangel-nocomps/SortArrayGivenSwap.sy,0,16,benchmark_SortArrayGivenSwap_4.java,2,2
mutating/new/sum-two-arrays-destructive.sy,3599999,1688300570,Timeout,,
mutating/new/sum-two-arrays-destructive.sy,3599999,1674906763,Timeout,,
mutating/new/sum-two-arrays-destructive.sy,3599999,1680536564,Timeout,,
mutating/new/sum-two-arrays-destructive.sy,3599999,1674285227,Timeout,,
mutating/new/sum-two-arrays-destructive.sy,3600000,1575313237,benchmark_sum_two_arrays_destructive_0.java,19,20
mutating/new/buffer-add.sy,180,60767,benchmark_buffer_add_0.java,7,10
mutating/new/buffer-add.sy,10139,3468694,benchmark_buffer_add_1.java,7,8
mutating/new/buffer-add.sy,2527,788277,benchmark_buffer_add_2.java,9,9
mutating/new/buffer-add.sy,1609,526314,benchmark_buffer_add_3.java,10,10
mutating/new/buffer-add.sy,5747,1924197,benchmark_buffer_add_4.java,10,10
mutating/new/set-adddelete.sy,2,172,benchmark_set_adddelete_0.java,6,6
mutating/new/set-adddelete.sy,2,297,benchmark_set_adddelete_1.java,7,7
mutating/new/set-adddelete.sy,17,3069,benchmark_set_adddelete_2.java,5,5
mutating/new/set-adddelete.sy,3,450,benchmark_set_adddelete_3.java,5,5
mutating/new/set-adddelete.sy,20,3597,benchmark_set_adddelete_4.java,6,6
mutating/new/MaxAndMinWithN.sy,3599999,496137132,Timeout,,
mutating/new/MaxAndMinWithN.sy,2983856,885735408,benchmark_MaxAndMinWithN_0.java,23,23
mutating/new/MaxAndMinWithN.sy,3273509,930398658,benchmark_MaxAndMinWithN_1.java,30,30
mutating/new/MaxAndMinWithN.sy,2367410,441493401,benchmark_MaxAndMinWithN_2.java,28,28
mutating/new/MaxAndMinWithN.sy,3599999,1136096587,Timeout,,
mutating/new/MaxAndMin.sy,1317604,370478151,benchmark_MaxAndMin_0.java,19,19
mutating/new/MaxAndMin.sy,27217,11654814,benchmark_MaxAndMin_1.java,17,19
mutating/new/MaxAndMin.sy,201211,61129955,benchmark_MaxAndMin_2.java,17,17
mutating/new/MaxAndMin.sy,19413,7781219,benchmark_MaxAndMin_3.java,17,17
mutating/new/MaxAndMin.sy,1949793,559071253,benchmark_MaxAndMin_4.java,19,19
mutating/new/MoveFromAToB.sy,20,5810,benchmark_MoveFromAToB_0.java,4,4
mutating/new/MoveFromAToB.sy,393,119963,benchmark_MoveFromAToB_1.java,4,4
mutating/new/MoveFromAToB.sy,8,2227,benchmark_MoveFromAToB_2.java,4,4
mutating/new/MoveFromAToB.sy,26,7492,benchmark_MoveFromAToB_3.java,4,4
mutating/new/MoveFromAToB.sy,162,49098,benchmark_MoveFromAToB_4.java,4,4
mutating/new/partition-k-largest.sy,4,1077,benchmark_partition_k_largest_0.java,5,5
mutating/new/partition-k-largest.sy,18,4894,benchmark_partition_k_largest_1.java,5,5
mutating/new/partition-k-largest.sy,8,1777,benchmark_partition_k_largest_2.java,6,6
mutating/new/partition-k-largest.sy,35,9434,benchmark_partition_k_largest_3.java,5,5
mutating/new/partition-k-largest.sy,12,3357,benchmark_partition_k_largest_4.java,5,5
mutating/new/ArraySwap.sy,10,2116,benchmark_ArraySwap_0.java,7,7
mutating/new/ArraySwap.sy,5,1183,benchmark_ArraySwap_1.java,7,7
mutating/new/ArraySwap.sy,117,27587,benchmark_ArraySwap_2.java,7,7
mutating/new/ArraySwap.sy,91,20275,benchmark_ArraySwap_3.java,7,7
mutating/new/ArraySwap.sy,245,63107,benchmark_ArraySwap_4.java,7,7
mutating/new/ArrayCounter.sy,15881,2915841,benchmark_ArrayCounter_0.java,18,19
mutating/new/ArrayCounter.sy,3313,853751,benchmark_ArrayCounter_1.java,18,19
mutating/new/ArrayCounter.sy,15782,2847656,benchmark_ArrayCounter_2.java,13,13
mutating/new/ArrayCounter.sy,4555,1332161,benchmark_ArrayCounter_3.java,18,18
mutating/new/ArrayCounter.sy,2388,662936,benchmark_ArrayCounter_4.java,18,20
mutating/new/loopy/get_range_loopy_while.sy,7569,1702206,benchmark_get_range_loopy_while_0.java,9,9
mutating/new/loopy/get_range_loopy_while.sy,2634,601529,benchmark_get_range_loopy_while_1.java,10,10
mutating/new/loopy/get_range_loopy_while.sy,3531,808337,benchmark_get_range_loopy_while_2.java,9,9
mutating/new/loopy/get_range_loopy_while.sy,12385,2903261,benchmark_get_range_loopy_while_3.java,9,9
mutating/new/loopy/get_range_loopy_while.sy,2431,524705,benchmark_get_range_loopy_while_4.java,16,16
mutating/new/loopy/get_range_loopy_for.sy,463,55263,benchmark_get_range_loopy_for_0.java,7,7
mutating/new/loopy/get_range_loopy_for.sy,291,37980,benchmark_get_range_loopy_for_1.java,11,11
mutating/new/loopy/get_range_loopy_for.sy,280,39837,benchmark_get_range_loopy_for_2.java,7,7
mutating/new/loopy/get_range_loopy_for.sy,1110,154495,benchmark_get_range_loopy_for_3.java,13,13
mutating/new/loopy/get_range_loopy_for.sy,541,72205,benchmark_get_range_loopy_for_4.java,7,7
mutating/new/loopy/fill_fibonacci_loopy_window.sy,3599999,716887848,Timeout,,
mutating/new/loopy/fill_fibonacci_loopy_window.sy,3599999,963856537,Timeout,,
mutating/new/loopy/fill_fibonacci_loopy_window.sy,408331,87143926,benchmark_fill_fibonacci_loopy_window_0.java,20,20
mutating/new/loopy/fill_fibonacci_loopy_window.sy,3599999,663584317,Timeout,,
mutating/new/loopy/fill_fibonacci_loopy_window.sy,3599999,673738761,Timeout,,
mutating/new/loopy/rotate_queue.sy,150,32005,benchmark_rotate_queue_0.java,6,6
mutating/new/loopy/rotate_queue.sy,7,969,benchmark_rotate_queue_1.java,6,6
mutating/new/loopy/rotate_queue.sy,5,716,benchmark_rotate_queue_2.java,6,6
mutating/new/loopy/rotate_queue.sy,244,52300,benchmark_rotate_queue_3.java,6,6
mutating/new/loopy/rotate_queue.sy,78,15550,benchmark_rotate_queue_4.java,6,6
mutating/leetcode/leetcode-adddominos.sy,3827,1493984,benchmark_leetcode_adddominos_0.java,14,14
mutating/leetcode/leetcode-adddominos.sy,4394,1721304,benchmark_leetcode_adddominos_1.java,8,14
mutating/leetcode/leetcode-adddominos.sy,11649,4699633,benchmark_leetcode_adddominos_2.java,8,8
mutating/leetcode/leetcode-adddominos.sy,5264,2076851,benchmark_leetcode_adddominos_3.java,8,8
mutating/leetcode/leetcode-adddominos.sy,5627,2232655,benchmark_leetcode_adddominos_4.java,14,14
mutating/leetcode/leetcode-setdelete.sy,34,4620,benchmark_leetcode_setdelete_0.java,5,5
